Date,AI_Tech_Index,AI_Tech_Index_Return,VIX,NASDAQ,SP500,Yield_Curve_Slope,Dollar_Strength,Bitcoin,Semiconductor_ETF,AI_Robotics_ETF,Cybersecurity_ETF,Treasury_10Y,Oil_WTI,Gold,Crypto_Tech_Corr_20d,Vol_of_Vol_Ratio,Semi_vs_Tech_Ratio,NASDAQ_Momentum,High_Volatility_Regime,Credit_Spread_Proxy,Pandemic_Period,AI_Boom_Period,Fed_Hike_Period,Tech_Bear_2022,Banking_Crisis_2023,Month,Quarter,Day_of_Week
2019-02-12,87.01744919731503,1.3895847068015943,15.43000030517578,7414.6201171875,2744.72998046875,0.3059999942779541,,3653.528564453125,48.32244110107422,18.824424743652344,37.97721099853516,2.684000015258789,53.09999847412109,1309.199951171875,,5.290343204078636,0.7474906202523713,,0,0.5907615187595742,0,0,0,0,0,2,1,1
2019-02-13,86.09916338466462,-1.055289279473326,15.649999618530272,7420.3798828125,2753.030029296875,0.3350000381469726,,3632.070556640625,48.436710357666016,18.961471557617188,37.598880767822266,2.7079999446868896,53.900001525878906,1310.800048828125,,5.12907339294905,0.7482800169629246,,0,0.5921709680871414,0,0,0,0,0,2,1,2
2019-02-14,86.38318484170097,0.3298771391859301,16.219999313354492,7426.9501953125,2745.72998046875,0.2840001583099365,,3616.880859375,48.579551696777344,18.902734756469727,38.2003059387207,2.657000064849853,54.40999984741211,1309.800048828125,,5.033292407258696,0.7491832122466864,,0,0.5888846352679104,0,0,0,0,0,2,1,3
2019-02-15,86.54879367919196,0.1917142066415689,14.90999984741211,7472.41015625,2775.60009765625,0.2960000038146972,,3620.810791015625,48.82714080810547,19.21598625183105,38.180912017822266,2.6659998893737797,55.59000015258789,1318.0999755859375,,5.395707429346868,0.7470527590965429,,0,0.5898326676667842,0,0,0,0,0,2,1,4
2019-02-19,86.9532698903765,0.46733893563415396,14.880000114440918,7486.77001953125,2779.760009765625,0.2740001678466797,,3947.094482421875,48.7700080871582,19.25514030456543,38.37491607666016,2.6470000743865967,56.09000015258789,1340.0999755859375,,5.284946154894781,0.7459639022687055,,0,0.5885441965215814,0,0,0,0,0,2,1,1
2019-02-20,86.66238284111023,-0.334532616925165,14.020000457763672,7489.06982421875,2784.699951171875,0.2710001468658447,,3999.820556640625,49.21280288696289,19.39219284057617,38.21001815795898,2.6540000438690186,56.91999816894531,1343.300048828125,,5.391583014965748,0.7518734999935891,,0,0.5907166031227408,0,0,0,0,0,2,1,2
2019-02-21,86.5322254044669,-0.15018908132490294,14.460000038146973,7459.7099609375,2774.8798828125,0.2929999828338623,,3954.1181640625,48.9080810546875,19.28451156616211,38.08390045166016,2.687999963760376,56.959999084472656,1323.5,,5.300138256394482,0.7468960984533418,,0,0.5954869797386317,0,0,0,0,0,2,1,3
2019-02-22,87.80550080253964,1.4714464953619721,13.510000228881836,7527.5400390625,2792.669921875,0.2620000839233398,,4005.526611328125,49.60323715209961,19.50965690612793,38.41372299194336,2.6549999713897705,57.2599983215332,1329.199951171875,,5.549963144829595,0.7479684697064852,,0,0.5931384036227123,0,0,0,0,0,2,1,4
2019-02-25,88.38694629215058,0.662197110997087,14.850000381469728,7554.4599609375,2796.110107421875,0.2800002098083496,,3882.6962890625,50.0555534362793,19.69565200805664,38.54953002929688,2.6730000972747803,55.47999954223633,1325.9000244140625,,5.343434103418367,0.751173579645473,,0,0.5953864235790983,0,0,0,0,0,2,1,0
2019-02-26,88.02880029451279,-0.4052023660303772,15.170000076293944,7549.2998046875,2793.89990234375,0.2359998226165771,,3854.35791015625,49.73178482055664,19.617340087890625,38.50102615356445,2.635999917984009,55.5,1325.0999755859375,,5.308503518410692,0.7447406421630418,,0,0.5932146636875435,0,0,0,0,0,2,1,1
2019-02-27,88.76941934086028,0.841337203130843,14.699999809265137,7554.509765625,2792.3798828125,0.3000001907348633,,3851.04736328125,49.22232055664063,19.421560287475582,39.00545120239258,2.693000078201294,56.93999862670898,1317.699951171875,,5.467347196557534,0.737837829492365,,0,0.6002223974555451,0,0,0,0,0,2,1,2
2019-02-28,88.62860537710644,-0.15862891162230497,14.779999732971191,7532.52978515625,2784.489990234375,0.3280000686645508,,3854.785400390625,49.198524475097656,19.108306884765625,38.79203414916992,2.7109999656677246,57.220001220703125,1312.800048828125,,5.412719989536683,0.7395626240264679,,0,0.6019217192719611,0,0,0,0,0,2,1,3
2019-03-01,90.070231903167,1.6265928138286423,13.56999969482422,7595.35009765625,2803.68994140625,0.377000093460083,,3859.583740234375,49.65084457397461,19.353036880493164,39.112152099609375,2.755000114440918,55.79999923706055,1296.4000244140625,,5.841562153704473,0.7413401805370728,,0,0.6092595685679253,0,0,0,0,0,3,1,4
2019-03-04,88.15640272412982,-2.1248187537639573,14.630000114440918,7577.56982421875,2792.81005859375,0.3469998836517334,,3761.55712890625,49.67465591430664,19.343246459960938,38.26822280883789,2.7219998836517334,56.59000015258789,1284.800048828125,,5.628161018031355,0.7445134787456048,,0,0.6036033597078291,0,0,0,0,0,3,1,0
2019-03-05,88.25469330378941,0.11149567884158884,14.739999771118164,7576.35986328125,2789.64990234375,0.3219997882843017,,3896.375,49.44134521484375,19.28451156616211,38.0548095703125,2.7219998836517334,56.560001373291016,1282.0,,5.5943012459231065,0.7432127567361504,,0,0.6020622236882087,0,0,0,0,0,3,1,1
2019-03-06,87.73171307927086,-0.5925806378572429,15.739999771118164,7505.919921875,2771.449951171875,0.2869999408721924,,3903.942626953125,48.60812377929688,19.108306884765625,37.73468780517578,2.691999912261963,56.220001220703125,1284.9000244140625,,5.470139753884163,0.7345226198551883,,0,0.5988771099874529,0,0,0,0,0,3,1,2
2019-03-07,87.43150464693706,-0.34218918313215774,16.59000015258789,7421.4599609375,2748.929931640625,0.2409999370574951,,3911.484375,48.079620361328125,18.648218154907227,37.68619918823242,2.635999917984009,56.65999984741211,1283.800048828125,,5.34659410080872,0.7335084068580836,,0,0.5945999282043174,0,0,0,0,0,3,1,3
2019-03-08,87.40476554916019,-0.030582909312659723,16.049999237060547,7408.14013671875,2743.070068359375,0.2320001125335693,,3901.131591796875,48.06533050537109,18.604167938232425,37.569786071777344,2.625,56.06999969482422,1297.0,,5.435514143971197,0.7333954816222705,,0,0.5911331422392958,0,0,0,0,0,3,1,4
2019-03-11,89.69569161960057,2.6210539620426854,14.329999923706056,7558.06005859375,2783.300048828125,0.2629997730255127,,3905.227294921875,49.08900833129883,18.98104858398437,38.48162078857422,2.6429998874664307,56.790000915527344,1288.800048828125,,5.668527828988691,0.7332593372351944,,0,0.59483951042288,0,0,0,0,0,3,1,0
2019-03-12,90.15689531962077,0.5141871272660081,13.770000457763672,7591.02978515625,2791.52001953125,0.2100000381469726,,3909.15625,49.33183670043945,19.16704368591309,38.539833068847656,2.6050000190734863,56.869998931884766,1296.300048828125,,6.031953144327141,0.7325720735796184,,0,0.5917346927137546,0,0,0,0,0,3,1,1
2019-03-13,90.78131405512492,0.6925912136731105,13.40999984741211,7643.41015625,2810.919921875,0.2230000495910644,,3906.71728515625,49.53181076049805,19.294300079345703,38.65622329711914,2.611000061035156,58.2599983215332,1307.5,,6.17151402519976,0.7307536847593361,,0,0.5944462085718852,0,0,0,0,0,3,1,2
2019-03-14,92.46501702354068,1.8546801023318071,13.5,7630.91015625,2808.47998046875,0.2420001029968261,,3924.369140625,49.25566101074219,19.16704368591309,38.73383712768555,2.630000114440918,58.61000061035156,1293.4000244140625,,6.115555374710648,0.7251729689098522,,0,0.5983522176044741,0,0,0,0,0,3,1,3
2019-03-15,92.06410957518078,-0.4335774342180021,12.880000114440918,7688.52978515625,2822.47998046875,0.2049999237060547,,3960.9111328125,50.57453918457031,19.33345413208008,38.82114410400391,2.5929999351501465,58.52000045776367,1301.800048828125,,6.439441126123501,0.7356846869982951,,0,0.5949752975234937,0,0,0,0,0,3,1,4
2019-03-18,92.36072018032982,0.32217832390679657,13.100000381469728,7714.47998046875,2832.93994140625,0.2170000076293945,,4032.50732421875,50.43645858764648,19.490083694458008,39.08305358886719,2.601999998092652,59.09000015258789,1300.300048828125,,6.52824382845336,0.7305729998614181,,0,0.5951098160902826,0,0,0,0,0,3,1,0
2019-03-19,93.00104577200753,0.6932877855732489,13.5600004196167,7723.9501953125,2832.570068359375,0.2090001106262207,,4071.190185546875,51.01734161376953,19.578182220458984,39.09275436401367,2.614000082015991,59.02999877929688,1305.0,,6.442477721753711,0.7374778820987379,,0,0.5967807710760484,0,0,0,0,0,3,1,1
2019-03-20,93.61642204012189,0.6616874713677445,13.90999984741211,7728.97021484375,2824.22998046875,0.127000093460083,,4087.476318359375,50.57929611206055,19.548816680908203,38.99576187133789,2.5350000858306885,59.83000183105469,1300.5,,6.227893472589439,0.7331422273003942,,0,0.5931493325503513,0,0,0,0,0,3,1,2
2019-03-21,96.10582426616124,2.659151217050826,13.630000114440918,7838.9599609375,2854.8798828125,0.1289999485015869,,4029.326904296875,52.32193756103516,19.72501945495605,39.56807708740234,2.5369999408721924,59.97999954223633,1306.0999755859375,,6.154805479478125,0.739817976027016,,0,0.5917097920298727,0,0,0,0,0,3,1,3
2019-03-22,93.39711831864857,-2.818461803117178,16.479999542236328,7642.669921875,2800.7099609375,0.056999921798706,,4023.96826171875,50.82688903808594,19.353036880493164,38.36522674560547,2.4549999237060547,59.040000915527344,1311.5999755859375,,5.976941913593864,0.7360277265111562,,0,0.5805619143241589,0,0,0,0,0,3,1,4
2019-03-25,93.72859269096737,0.35490856493869405,16.329999923706055,7637.5400390625,2798.360107421875,0.0299999713897705,,3963.070556640625,50.18410873413086,19.36282539367676,38.17121505737305,2.4200000762939453,58.81999969482422,1321.9000244140625,,5.952234990959074,0.729905150624262,,0,0.5794306839240838,0,0,0,0,0,3,1,0
2019-03-26,94.44212493442353,0.7612748927200208,14.68000030517578,7691.52001953125,2818.4599609375,0.0090000629425048,,3985.080810546875,50.65071105957031,19.578182220458984,38.57863235473633,2.4140000343322754,59.93999862670898,1314.300048828125,,6.120571975904003,0.7326769627934315,,0,0.581267018160962,0,0,0,0,0,3,1,1
2019-03-27,92.91900512150356,-1.6127547045108992,15.149999618530272,7643.3798828125,2805.3701171875,-0.0039999485015869,,4087.066162109375,49.9127197265625,19.401979446411133,38.08390045166016,2.374000072479248,59.40999984741211,1309.9000244140625,,6.029042814375441,0.7261567887561445,,0,0.5763689479670293,0,0,0,0,0,3,1,2
2019-03-28,93.21878705705915,0.3226271473350195,14.43000030517578,7669.169921875,2815.43994140625,0.0190000534057617,,4069.107177734375,49.81748962402344,19.568395614624023,38.32642364501953,2.388999938964844,59.29999923706055,1289.800048828125,,6.094940754553977,0.7218041705093856,,0,0.5754991645312583,0,0,0,0,0,3,1,3
2019-03-29,94.23588078362602,1.0910823436742545,13.710000038146973,7729.31982421875,2834.39990234375,0.0859999656677246,,4098.37451171875,50.626914978027344,19.656496047973636,38.81143951416016,2.4140000343322754,60.13999938964844,1293.0,,6.25966443880649,0.7263949349391055,,0,0.5775142633525733,0,0,0,0,0,3,1,4
2019-04-01,95.1945311001369,1.0172880101922521,13.399999618530272,7828.91015625,2867.18994140625,0.1740000247955322,,4158.18310546875,51.87437438964844,20.04805564880371,39.199462890625,2.496999979019165,61.59000015258789,1288.4000244140625,,6.338059904698042,0.7342716089113321,,0,0.5856928561823859,0,0,0,0,0,4,2,0
2019-04-02,95.45702509653,0.2757448283630781,13.359999656677246,7848.68994140625,2867.239990234375,0.1110000610351562,,4879.8779296875,51.9172248840332,20.175317764282227,39.09275436401367,2.4809999465942383,62.58000183105469,1290.0,,6.233533002949895,0.7323396856131602,,0,0.5848834568100075,0,0,0,0,0,4,2,1
2019-04-03,95.9892725944519,0.5575781325509288,13.739999771118164,7895.5498046875,2873.39990234375,0.1440000534057617,,4973.02197265625,53.126590728759766,20.53751373291016,39.29646682739258,2.5169999599456787,62.459999084472656,1289.9000244140625,,6.130276911211254,0.743374607437324,,0,0.5902030248344675,0,0,0,0,0,4,2,2
2019-04-04,93.97883712677728,-2.0944376525995567,13.579999923706056,7891.77978515625,2879.389892578125,0.1420001983642578,,4922.798828125,53.18373107910156,20.58646011352539,38.510738372802734,2.51200008392334,62.09999847412109,1289.0,,6.049337407025532,0.7473256264719453,,0,0.5894235554691893,0,0,0,0,0,4,2,3
2019-04-05,93.95048488889422,-0.030168747294467835,12.81999969482422,7938.68994140625,2892.739990234375,0.1310000419616699,,5036.68115234375,53.583683013916016,20.77245140075684,38.75324249267578,2.500999927520752,63.08000183105469,1290.4000244140625,,6.170046829724646,0.7493755222209099,,0,0.5897551065097398,0,0,0,0,0,4,2,4
2019-04-08,94.00337078457787,0.05629124293098364,13.18000030517578,7953.8798828125,2895.77001953125,0.1540000438690185,,5289.77099609375,53.69318771362305,20.76266288757324,39.02485656738281,2.5190000534057617,64.4000015258789,1297.0999755859375,,6.210925547414834,0.748049406289285,,0,0.59151198713816,0,0,0,0,0,4,2,0
2019-04-09,94.4916315532866,0.5194077240354034,14.279999732971191,7909.27978515625,2878.199951171875,0.1340000629425048,,5204.95849609375,53.107547760009766,20.684350967407227,38.96665191650391,2.499000072479248,63.97999954223633,1303.5,,6.17226898023964,0.7434019444674651,,0,0.5892416647858384,0,0,0,0,0,4,2,1
2019-04-10,95.90571728206817,1.496519538858987,13.300000190734863,7964.240234375,2888.2099609375,0.1140000820159912,,5324.5517578125,53.53606414794922,20.840972900390625,39.39347839355469,2.476999998092652,64.61000061035156,1309.0999755859375,,6.728571171458378,0.7442004824044754,,0,0.5904070820615075,0,0,0,0,0,4,2,2
2019-04-11,96.13660814648583,0.2407477582786699,13.020000457763672,7947.35986328125,2888.320068359375,0.1389999389648437,,5064.48779296875,53.48369598388672,20.77245140075684,39.41286849975586,2.503999948501587,63.58000183105469,1288.5999755859375,,6.763440434910631,0.7444470308731087,,0,0.5947861044740693,0,0,0,0,0,4,2,3
2019-04-12,96.29865943817865,0.16856356263983407,12.010000228881836,7984.16015625,2907.409912109375,0.184999942779541,,5089.5390625,54.23597717285156,20.968236923217773,39.82999420166016,2.559999942779541,63.88999938964844,1290.5999755859375,,7.075770336171381,0.7497090044265496,,0,0.5999500870310834,0,0,0,0,0,4,2,4
2019-04-15,96.50347854977562,0.21269155021670372,12.31999969482422,7976.009765625,2905.580078125,0.1930000782012939,,5067.1083984375,53.84554672241211,20.987812042236328,39.87849044799805,2.552999973297119,63.400001525878906,1286.800048828125,,6.831980540089311,0.7446028338116137,,0,0.5980248179221211,0,0,0,0,0,4,2,0
2019-04-16,95.81835755847749,-0.7099443477001199,12.18000030517578,8000.22998046875,2907.06005859375,0.2139999866485595,,5235.5595703125,55.15966796875,21.232540130615234,39.771785736083984,2.5920000076293945,64.05000305175781,1272.5999755859375,,6.862068943917688,0.7589203387923259,,0,0.6014465763315762,0,0,0,0,0,4,2,1
2019-04-17,94.6164521035694,-1.2543582310671209,12.600000381469728,7996.080078125,2900.449951171875,0.2119998931884765,,5251.93798828125,55.97385025024414,21.29127311706543,39.403167724609375,2.5920000076293945,63.7599983215332,1272.199951171875,,6.789682576325354,0.7658548432152062,,0,0.5997468400603088,0,0,0,0,0,4,2,2
2019-04-18,94.39178305580502,-0.23745241210106904,12.09000015258789,7998.06005859375,2905.030029296875,0.1949999332427978,,5298.3857421875,56.05479431152344,21.31085205078125,38.98605346679688,2.559999942779541,64.0,1271.9000244140625,,6.981803357880127,0.7647940185627079,,0,0.5968987700147265,0,0,0,0,0,4,2,3
2019-04-22,95.90378506978352,1.601836478800922,12.420000076293944,8015.27001953125,2907.969970703125,0.2149999141693115,,5399.365234375,56.01194381713867,21.16401672363281,39.403167724609375,2.5899999141693115,65.69999694824219,1273.5,,6.704508545213607,0.7624458822757235,,0,0.5987401425017711,0,0,0,0,0,4,2,0
2019-04-23,97.47212285087222,1.6353241740641566,12.279999732971191,8120.81982421875,2933.679931640625,0.179999828338623,,5572.3623046875,56.46425628662109,21.252120971679688,39.95609664916992,2.569999933242798,66.30000305175781,1269.300048828125,,6.631107660901674,0.7603175364705976,,0,0.5995415817795813,0,0,0,0,0,4,2,1
2019-04-24,97.03558558509464,-0.44785858049430916,13.140000343322754,8102.009765625,2927.25,0.1470000743865966,,5464.86669921875,56.945159912109375,20.909502029418945,40.08219528198242,2.5220000743865967,65.88999938964844,1275.5,,6.4817348511125,0.7665014555373318,,0,0.5938680196573737,0,0,0,0,0,4,2,2
2019-04-25,99.16316940670922,2.1925810091070197,13.25,8118.68017578125,2926.169921875,0.1689999103546142,,5210.515625,55.82149505615234,20.76266288757324,40.1986083984375,2.5339999198913574,65.20999908447266,1275.800048828125,,6.56150961821934,0.7515669468260147,,0,0.595008648619424,0,0,0,0,0,4,2,3
2019-04-26,100.01051973161243,0.8545010511189721,12.729999542236328,8146.39990234375,2939.8798828125,0.1450002193450927,,5279.34814453125,55.140625,20.870342254638672,40.29560470581055,2.505000114440918,63.29999923706055,1284.9000244140625,,6.605655880732122,0.7452348594678979,,0,0.5944939941829546,0,0,0,0,0,4,2,4
2019-04-29,100.66272063482376,0.6521323006435376,13.109999656677246,8161.85009765625,2943.030029296875,0.1760001182556152,,5247.3525390625,54.85018157958984,20.968236923217773,40.528419494628906,2.5360000133514404,63.5,1278.5999755859375,,6.565980479428314,0.7411209422255741,,0,0.5980366615922564,0,0,0,0,0,4,2,0
2019-04-30,100.85539686112176,0.1914077277892945,13.119999885559082,8095.39013671875,2945.830078125,0.1410000324249267,,5350.7265625,55.35012435913086,21.056337356567383,40.56722259521485,2.509000062942505,63.90999984741211,1282.800048828125,,6.749999872794964,0.7466408450233131,,0,0.5950578407290613,0,0,0,0,0,4,2,1
2019-05-01,99.13521805263701,-1.7055892515632443,14.800000190734863,8049.64013671875,2923.72998046875,0.1480000019073486,,5402.697265625,54.926368713378906,20.909502029418945,40.02399444580078,2.510999917984009,63.59999847412109,1281.4000244140625,,6.469594511217755,0.7428121129203418,,0,0.5906693963531232,0,0,0,0,0,5,2,2
2019-05-02,98.58181399390811,-0.5582315443489194,14.420000076293944,8036.77001953125,2917.52001953125,0.1790001392364502,,5505.28369140625,55.445350646972656,20.89971160888672,40.00460052490234,2.552000045776367,61.810001373291016,1269.699951171875,,6.45076256247658,0.7537670809827378,,0,0.5939083263008201,0,0,0,0,0,5,2,3
